"id","cell_x","cell_y","boundary","roof","grass","bush","tree","cult","hedge","artif","water","bushAndCult","sparrow","distRf","distHdg","imputedDistHdg","imputedDistRf","anDistRf","anDistHdg"
"4f340640",9,26,1,0,0,0,1,0,0,0,0,0,1,55.807,18.554,FALSE,FALSE,6.34488038136372,0.498625808721033
"4f340640",9,27,1,0,0,0,1,0,0,0,0,0,1,55.793,17.118,FALSE,FALSE,6.34293924628498,0.3711118252499
"4f340640",9,28,1,0,0,0,1,0,0,0,0,0,1,55.852,15.805,FALSE,FALSE,6.3511197441168,0.254520000530124
"4f340640",9,29,1,0,0,0,1,0,0,0,0,0,1,55.982,14.647,FALSE,FALSE,6.36914456984793,0.151691871797832
"4f340640",9,30,1,0,0,0,1,0,0,0,0,0,1,56.182,13.686,FALSE,FALSE,6.39687507097275,0.066356956675437
"4f340640",9,31,1,0,0,0,1,0,0,0,0,0,1,56.453,12.961,FALSE,FALSE,6.43444989999688,0.00197837866946804
"4f340640",9,32,1,0,0,0,1,0,0,0,0,0,1,56.793,12.334,FALSE,FALSE,6.48159175190907,-0.0536979915508666
"4f340640",9,33,0.91,0,0,0,1,0,0,0,0,0,1,57.201,11.707,FALSE,FALSE,6.5381619742037,-0.109374361771201
"4f340640",9,34,0.456,0,0,0,1,0,0,0,0,0,1,57.676,11.08,FALSE,FALSE,6.60402191437515,-0.165050731991536
"4f340640",9,35,0.045,0,0,0,1,0,0,0,0,0,1,58.215,10.453,FALSE,FALSE,6.67875561490653,-0.22072710221187
"4f340640",10,10,0.009,0,0,0,0,0,0,0,1,0,0,61.53,44.749,FALSE,FALSE,7.1383886710504,2.82469043060567
"4f340640",10,11,0.884,0,0,0,0,0,0,0,1,0,1,60.669,42.86,FALSE,FALSE,7.01900886370805,2.65695093563563
"4f340640",10,12,1,0,0,0,0,0,0,0,1,0,1,59.862,40.98,FALSE,FALSE,6.90711629166941,2.49001062301325
"4f340640",10,13,1,0,0,0,0.816,0,0,0,0.184,0,1,59.112,39.113,FALSE,FALSE,6.80312691245134,2.32422468489306
"4f340640",10,14,1,0,0,0,1,0,0,0,0,0,1,58.421,37.26,FALSE,FALSE,6.70731803106509,2.15968191931366
"4f340640",10,15,1,0,0,0,1,0,0,0,0,0,1,57.79,35.423,FALSE,FALSE,6.61982830001629,1.99655992235233
"4f340640",10,16,1,0,0,0,1,0,0,0,0,0,1,57.223,33.604,FALSE,FALSE,6.54121232932743,1.83503629008632
"4f340640",10,17,1,0,0,0,1,0,0,0,0,0,1,56.721,31.807,FALSE,FALSE,6.47160877150414,1.67546621467015
"4f340640",10,18,1,0,0,0,1,0,0,0,0,0,1,56.285,30.036,FALSE,FALSE,6.41115627905203,1.51820488825832
"4f340640",10,19,1,0,0,0,1,0,0,0,0,0,1,55.917,28.295,FALSE,FALSE,6.36013215698237,1.36360750300537
"4f340640",10,20,1,0,0,0,1,0,0,0,0,0,1,55.427,26.59,FALSE,FALSE,6.29219242922656,1.21220684714306
"4f340640",10,21,1,0,0,0,1,0,0,0,0,0,1,54.979,24.93,FALSE,FALSE,6.23007610670697,1.06480210301904
"4f340640",10,22,1,0,0,0,1,0,0,0,0,0,1,54.6,23.323,FALSE,FALSE,6.17752680707544,0.922103654942366
"4f340640",10,23,1,0,0,0,1,0,0,0,0,0,1,54.293,21.781,FALSE,FALSE,6.13496048784884,0.785177079376567
"4f340640",10,24,1,0,0,0,1,0,0,0,0,0,1,54.058,20.268,FALSE,FALSE,6.10237714902718,0.650825646931007
"4f340640",10,25,1,0,0,0,1,0,0,0,0,0,1,53.896,18.756,FALSE,FALSE,6.07991544311608,0.516563012524075
"4f340640",10,26,1,0,0,0,1,0,0,0,0,0,1,53.807,17.243,FALSE,FALSE,6.06757537011553,0.382211580078515
"4f340640",10,27,1,0,0,0,1,0,0,0,0,0,1,53.794,15.731,FALSE,FALSE,6.06577288754242,0.247948945671584
"4f340640",10,28,1,0,0,0,1,0,0,0,0,0,1,53.854,14.29,FALSE,FALSE,6.07409203787986,0.119990972007306
"4f340640",10,29,1,0,0,0,1,0,0,0,0,0,1,53.989,12.999,FALSE,FALSE,6.09281012613912,0.0053527041373671
"4f340640",10,30,1,0,0,0,1,0,0,0,0,0,1,54.197,11.905,FALSE,FALSE,6.12164984730893,-0.0917923501226745
"4f340640",10,31,1,0,0,0,1,0,0,0,0,0,1,54.478,11.068,FALSE,FALSE,6.1606112013893,-0.166116308455083
"4f340640",10,32,1,0,0,0,1,0,0,0,0,0,1,54.83,10.435,FALSE,FALSE,6.20941688336898,-0.222325466907191
"4f340640",10,33,1,0,0,0,1,0,0,0,0,0,1,55.252,9.808,FALSE,FALSE,6.26792824074235,-0.278001837127525
"4f340640",10,34,1,0,0,0,1,0,0,0,0,0,1,55.743,9.181,FALSE,FALSE,6.33600662100377,-0.33367820734786
"4f340640",10,35,0.919,0,0,0,1,0,0,0,0,0,1,56.301,8.554,FALSE,FALSE,6.41337471914202,-0.389354577568195
"4f340640",10,36,0.472,0,0,0,1,0,0,0,0,0,1,56.924,7.927,FALSE,FALSE,6.49975523014583,-0.445030947788529
"4f340640",10,37,0.052,0,0,0,1,0,0,0,0,0,1,57.61,7.517,FALSE,FALSE,6.59487084900396,-0.481438143626387
"4f340640",11,10,0.273,0,0,0,0,0,0,0,1,0,0,59.745,44.148,FALSE,FALSE,6.89089394851139,2.77132280938968
"4f340640",11,11,1,0,0,0,0,0,0,0,1,0,1,58.857,42.232,FALSE,FALSE,6.7677705235172,2.60118576737667
"4f340640",11,12,1,0,0,0,0.198,0,0,0,0.801,0,1,58.025,40.324,FALSE,FALSE,6.65241163883795,2.43175910967268
"4f340640",11,13,1,0,0,0,1,0,0,0,0,0,1,57.251,38.425,FALSE,FALSE,6.54509459948491,2.26313163431636
"4f340640",11,14,1,0,0,0,1,0,0,0,0,0,1,56.537,36.536,FALSE,FALSE,6.4460967104693,2.09539213934632
"4f340640",11,15,1,0,0,0,1,0,0,0,0,0,1,55.886,34.661,FALSE,FALSE,6.35583392930802,1.92889581691709
"4f340640",11,16,1,0,0,0,1,0,0,0,0,0,1,55.299,32.8,FALSE,FALSE,6.27444490850668,1.76364266702867
"4f340640",11,17,1,0,0,0,1,0,0,0,0,0,1,54.779,30.956,FALSE,FALSE,6.20234560558215,1.59989908379693
"4f340640",11,18,1,0,0,0,1,0,0,0,0,0,1,54.327,29.133,FALSE,FALSE,6.13967467304006,1.43802025937641
"4f340640",11,19,1,0,0,0,1,0,0,0,0,0,1,53.946,27.335,FALSE,FALSE,6.08684806839728,1.2783613859216
"4f340640",11,20,1,0,0,0,1,0,0,0,0,0,1,53.488,25.567,FALSE,FALSE,6.02334522082145,1.12136645362567
"4f340640",11,21,1,0,0,0,1,0,0,0,0,0,1,53.024,23.835,FALSE,FALSE,5.95901045821187,0.967568250720374
"4f340640",11,22,1,0,0,0,1,0,0,0,0,0,1,52.631,22.149,FALSE,FALSE,5.9045200235016,0.817854757592011
"4f340640",11,23,1,0,0,0,1,0,0,0,0,0,1,52.312,20.519,FALSE,FALSE,5.86028987420751,0.673113954626866
"4f340640",11,24,1,0,0,0,1,0,0,0,0,0,1,52.068,18.96,FALSE,FALSE,5.82645866283524,0.534677812404376
"4f340640",11,25,1,0,0,0,1,0,0,0,0,0,1,51.9,17.447,FALSE,FALSE,5.80316504189039,0.400326379958815
"4f340640",11,26,1,0,0,0,1,0,0,0,0,0,1,51.808,15.934,FALSE,FALSE,5.79040901137297,0.265974947513255
"4f340640",11,27,1,0,0,0,1,0,0,0,0,0,1,51.794,14.422,FALSE,FALSE,5.78846787629423,0.131712313106324
"4f340640",11,28,1,0,0,0,1,0,0,0,0,0,1,51.857,12.909,FALSE,FALSE,5.79720298414855,-0.00263911933923588
"4f340640",11,29,1,0,0,0,1,0,0,0,0,0,1,51.996,11.464,FALSE,FALSE,5.8164756824303,-0.130952285158029
"4f340640",11,30,1,0,0,0,1,0,0,0,0,0,1,52.212,10.206,FALSE,FALSE,5.84642462364511,-0.242660217753214
"4f340640",11,31,1,0,0,0,1,0,0,0,0,0,1,52.504,9.216,FALSE,FALSE,5.88691115528734,-0.330570275995848
"4f340640",11,32,1,0,0,0,1,0,0,0,0,0,1,52.869,8.536,FALSE,FALSE,5.93751931984013,-0.390952942263515
"4f340640",11,33,1,0,0,0,1,0,0,0,0,0,1,53.307,7.909,FALSE,FALSE,5.99824911730349,-0.44662931248385
"4f340640",11,34,1,0,0,0,1,0,0,0,0,0,1,53.816,7.282,FALSE,FALSE,6.06882324266615,-0.502305682704184
"4f340640",11,35,1,0,0,0,1,0,0,0,0,0,1,54.394,6.655,FALSE,FALSE,6.14896439091687,-0.557982052924519
"4f340640",11,36,1,0,0.092,0,0.908,0,0,0,0,0,1,55.038,6.028,FALSE,FALSE,6.23825660453879,-0.613658423144854
"4f340640",11,37,0.928,0,0.864224137931034,0,0.135775862068966,0,0,0,0,0,1,55.747,5.525,FALSE,FALSE,6.33656123102627,-0.658323836575202
"4f340640",11,38,0.489,0,1,0,0,0,0,0,0,0,1,56.517,5.674,FALSE,FALSE,6.44332366035682,-0.645092928819492
"4f340640",11,39,0.06,0,1,0,0,0,0,0,0,0,1,57.336,6.469,FALSE,FALSE,6.55688006246295,-0.574498488109499
"4f340640",12,10,0.653,0,0,0,0,0,0,0,1,0,1,57.973,43.631,FALSE,FALSE,6.6452017085455,2.72541422341853
